document,label
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"스티브가 다시 살아나서 다이애나에게 못다한 얘길 해주고 그녀가 더욱 강해지게 해줬단 것만으로도 충분했다. 그것만으로도 이 영화는 제 역할을 했다고 생각한다.
",1
"
",0
"기대 안하고 봤는데 생각보다 캐릭터가 더 입체적이였고 재밌었어요액션도 기대 이상이였습니다
",1
"스토리자체는 괜찮지만 전작처럼 시원시원 하게 부수는 원더우먼2를 기대했는데 전작보다 액션씬이 많이 아쉬운게 아쉽다 백악관에서 치타랑 싸우는 장면은 멋있었다 특히 원더우먼의 첫비행은 마치 맨오브스틸에서 슈퍼맨의 성장기...
",1
"같은 내용에 ‘마블’ 영화였다면 존나게 빨아줄거면서 ㅋㅋ
",0
"스토리만 레트로가 아니라 CG도 감동도 레트로. 그런데 좋네요. 다만 원더우먼 캐릭터는 레트로가 아닙니다. 왠지 남자들보다는 여자들이 좋아할만한  도전적이고 강인한 아마존 여전사네요.
",1
"원더우먼은 여전히 예쁘고, 80년대 알록달록한 배경이 눈을 즐겁게 해요. 스토리도 어둡지 않고 밝은 편이라 좋은데.다만.. 영화관 난방을 전혀 안 해줘서 보는 내내 너무 추웠어요. 나올까말까 고민하다가 결국 다 봤어...
",1
"정말 재밌었는데 나중에 후반 좀 지루함 영화 초반에 재밌는데 나중에 액션신 정말 별루임 나중에 후반부 가서 좀 지루함 그래도 초반에 재밌는 이영화 꼭 보는게 추천임 이영화 강력 추척 합니다 정말 재밌어요 이영화 안보...
",1
"코로나 때문인지, 마지막 엔딩은 정말 많은 여운을 남겨주네요.
",1
"이거 진짜 1984년도에 제작된 원더우먼 맞죠???? 영상미가 딱 1980년대인데!!
",0
"배우며 스토리며 1편으로 기반마련을 잘해서 올라가는 일만 남은줄 알았더니 아주 제대로 말아드셨네 능력이 없으면 액션이든 신파든 하나만 하세요 그리고  영화가 1984라 잀부로 그런것임? CG수준이 1980년대 수준임...
",0
"그냥 러닝타임 2시간내로 줄였여야지
",0
"처음부터 지루하고 끝에는 억지 3류휴머니즘 올 해 최악영화
",0
"야  말이 안나오네 어쩌면 dc를 간신히 버텨주는 케릭터를 이렇게 말아먹나 ??? 이제 아쿠아맨만 남았네 ㅡㅡ 저스티스로 아쿠아맨 마저 말아먹겠지 ...
",0
"시간 가는줄 모르게 잘 봤네요.  줄거리도 마음에 드네요.
",1
"황금옷만 입는다고 1편보다 나아지는건가?sf영화라지만 허무맹랑한 소원팔이라니
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"DC 유니버스의 희망이었던 원더우먼을 닦이로 만든 2편
",0
"0점이 없는게 아쉽네요 갤가돗 아니었음 내내 잤을듯 괜히 제목에 1984가 들어간게 아니라 그때 만든 영화같이 지루하고 진짜 개핵노잼 반도보고 쌍욕했는데 차라리 반도가 낫네 이거 ㅡㅡ
",0
"아 이거 절대 보지마세요. 처음 글 남깁니다. 한시간짜리를 두시간 반으로 늘리다니 엿가락도 아니고 끝깢 다보기 힘들어요.
",0
"여자악당이 너무 매력없어 몰입이 안됨. 마코로비라도 섭외하지 그랬냐? 예고편이 다인영화...그래 위아더월드다!
",0
"원더우먼은 겔가돗이 제격인듯! 전편보다 액션이나 스토리가 더 풍부해졌다.
",0
"다들 망작이래서 걱정하고 봤는데 망작 소리 들을만한 영화는 아님
",0
"진짜 당혹스러울만큼 조잡하고 유치해서 놀랐다
",0
"이걸 좋았다고 하는 인간들 제정신인가? 배경이 1984년이 아니라 연출 수준이 1984년인 영화다. 너무 유치하고 조잡해서 일부러 이따구로 만든건가 싶은 연출에 개연성은 개나 줘버린 막장 스토리. 근데 그 걸레짝 같...
",0
"나만 손해볼순 없다.니들도 손해봐라
",1
"왜 이리 산만하고 지루하지?
",0
"갤가돗이 너무 예뻐서 그 자체로 볼만했어요
",1
"엥 재밌는데...? 같이 보고 온 사람들 다 재밌다고 함
",1
"다이애나랑 스티브 이별할 때 울었다 ㅠㅠ 확실히 전편만 못하긴 한데 기대를 버리고 봤더니 괜찮네
",1
"1편이후 너무 큰 기대를 한건지... 너무 실망이 크네...
",0
"야이 감독 OO아 예고편이 더 재밌다
",0
"초반 올림픽 장면부터 쇼핑몰 장면까지는 갓작인줄 알았지... 원더우먼인데요 원더우먼이 빌런보다 안 나오는 것 같아요... 3편에서는 원더우먼만 2시간 내내 보여줘라
",0
"어린 시절 동심으로 돌아가 이쁜 동화 한편 보았다. 주제는 ""소원을 빌지마라. 소원을 빌면 다친다."" ""매사에 항상 감사하고 만족하며 살자.""
",1
"1984년의 신파ㅋㅋㅋㅋ
",0
"뻔한 스토리에 착한엔딩 ㅋ
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"그냥 갤가돈 그 이상 그 이하도 아님.
",0
"비추.몬 내용도 그렇고 되도않는 씬에 나중에는 원덩ㅜ먼이아닌수퍼우먼이되서 하늘날라다니네.돈버릴데없으면봐라
",0
"액션신이 많이 없는게 아쉬웠지만 1편도 기대이상이라 요번에 1984도 재밌게 본거같네요 얼마없는 액션이지만 잘나온거같네요^^ 스토리도 괜찮네요 개인적으로 마음에 들었습니다~
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"내용은 그냥 평범합니다. 평범한데... 저는 다이애나와 스티브가 헤어지는 장면이 기억에 남네요. 사랑하는 사람을 이미 한 번 보냈는데 또 다시 보내줘야한다니... 과연 누가 그리 쉽게 보내줄 수 있을까요. 저라면 소...
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"갤가돗 연기 때문에 10점 줍니다스티브랑 헤어지고 알러뷰 할때랑 그리고나서 소리지르면서 뛰기 시작할때 역시 헐리웃은 연기를 잘한다고 느꼈어요
",0
"1984년에 보았다면 재미있었을듯.
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"소원의 반작용 주연들의 열연에 잘 보고갑니다.
",1
"12세 이용가라 그런가 권선징악, 스토리 별거 없음, 액션은 없다고 봐도 무방. 이게 히어로물인지 드라마인지 뭐야 이거. 이거 극장서 볼 돈으로 아마존 결제해서 디 익스팬스 보는거 추천함. 아니 더 보이즈가 더 잼나...
",0
"노노노잼
",0
"어린이용 영화내용, 액션 모두 별로임.원더우먼의 발키리 갑옷이 궁금하면 보는거도 추천
",0
"유난히 평점 1~2점 하신분들 많아서 댓글 달아요.. 예고편 사막 트럭 전투신 보고 왜 이렇게 허접할까라고 생각했었는대, 막상 보니 그냥 볼만 했어요. 전체적으로 볼만해요. 1~2점 주신 분들은 너무 기대를 많이 한...
",0
"별 다섯개 충분한 작품 입니다 . 작품평 들을 보니 중간 점수 이던데요 ..요즘 전부 죽고 , 찌르고, 연쇄살인에,정신병학 적인 미스테리물이 넘처 나는 가운데에, 우리에게 대중의 문화란 진정 대중에게 무엇을 전달해야...
",0
"진짜 재밌습니다 정말 꼭보세요
",1
"갤가돗보면서 우와우와했네요
",1
"밸런스 맞추려고 힘뺏는건 인정... 솔직히 슈퍼맨 원더우먼은 DC에서 거의 무적에 가까워서 적은 당연히 급이 높은 애일수 밖에 없으니...  주인공이 쎄면 그거 나름대로 밸런스 맞추려고 작가들 머리 죽어날거야.. 액...
",0
"확실히 영화보는 인구가 적으니 이 좋은영화에 이렇게 혹평이 나오네.. 영화 진심 재밌음 재미와 감동과 스토리까지 정말 좋았음
",1
"1. 이렇게 노잼영화가 2시간30분 러닝타임이란게 놀라울 따름이고,  2. 이렇게 피아개념없는 무슨 뜬구름 잡는 식의 스크립트를 짠 각본가가 의심스럽고  3. 이 각본이 밀어붙여져서 영화화시킨 감독이나 제작자의 심리...
",0
"겔가도 이쁘다 심쿵~!!!
",1
"초중반엔 흥미롭지만 쓸데없이 신파로 빠지는점과 빌런의 오버스런 원맨쇼는 관객들의 니즈를 알지못했단 큰 반증. 갤가돗의 사생스런 모습으로만 화면를 채웠어도 이것보단 낫겟다
",0
"여주 미모랑 몸매 특히 어깨 쇄골 라인 만 생각난다
",0
"이것은 1점이 아니다 11점을               아 여기가 아니구나
",0
"어릴적 보던 영화가 자라서 성인이 된것 같네요. 선과 악은 항상 있으나 ! 선이 승리하는 행복한 세상 바랍니다!
",1
"
",0
"
",0
"뮤지컬 빌런 캣츠랑 싸우는데 골든아머는 도대체 왜 입은 거냐
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"스토리, 액션, 전개 다 최악이었음. 무슨 알라딘이냐 소원을 말해봐 찍고있네. 역대 최악 DC영화
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"너무 못 만들었다..개연성도 없고 뜬금 없고..
",0
"원더우먼을 보는거 자체로 행복했음
",1
"역대급 쓰레기영화.스토리, 연출, 액션 모두 빵점.이도저도 아니고 밑도끝도없음.팬들도 무시하는듯한 설정.전작의 원더우먼은 온데간데 없고이런 액션을 넣을거면 굳이 원더우먼일 필요가 있나 싶을정도.
",0
"아니 나 진짜 재밌게 봤는데 평점 왜이리 낮지 ㄹㅇ 댓글 알바 이런거 아니고 아니 진짜 개재밌음 영화 중반부터 너무 슬퍼서 눈물 광광 오열함 진짜
",1
"수능보고 영화본 고3입니다. 태어나서 네이버 영화 감상평 처음 남깁니다. 20여년 인생 중에 미스터 고와 비견되는 노잼 영화였습니다.제발, 제발, 귀중한 시간 날리지 마세요.
",0
"
",0
"못배우고 덜떨어진 사람이 힘을 갖게되면 어떻게 되는지 보여주는 영화
",0
"지금 시기에 딱 적절한 영화인듯. 옛 배경 연출도 잘했고 특히 악역은 진짜 소름돋을 정도로 연기잘함..전편 생각안하고 여행다닌다는 기분으로 보면 좋을듯? 특히 갤가돗이랑 파인 커플은 역시 애잔함
",1
"
",0
"노짱 그립읍니다ㅠㅠㅠㅠ
",1
"쓸데없는 장면 너무 많음. CG효과 너무 티남. 세상을 구하는 스토리? 너무 뻔하고 감동 하나도 없음. 교훈적인 것도 없고 허무함
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"정말 실망입니다. 지루해서 죽는줄 알았어요.ㅠㅠ
",0
"10점 , 알바야 너때문에 평균점 제대로 못준다
",0
"흠...이루 말할게 없다..
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"야이 악마들아 재밌다고하는애들은 혼자죽기 힘들어서 그러는거냐. 이건 진짜 너무 시사하고 싶은게 많아서 뭘 시사하고싶은지 모를정도로 끔찍한 혼종이다.
",1
"정말 어처구니 없는 영화였임보지마시길 시간아까워~~지금 자동차극장에서 보고있는데 갈수도없고 하~~ 이런게 박스오피스 1위라니
",0
"와 이건 보다 잤다진짴ㅋ 러닝타임 길고 스토리 질질 끌고.. 캐스팅은 잘했는데 감독이 못살린 영화..
",0
"진짜 0점도 아깝다 이런 ㄱ 같은 영화
",0
"뻔해보이는 스토리지만 흥미진진하게 봤습니다. 주제의식이 넘 단편적이고 노골적이라 살짝 불편하네요.  아픔을 딛고 성장하는 원더우먼 편애로 별점 투척합니다.
",1
"WW1984??? ㅜㅜ1984임13세이상은 관람하지마세요.유치해서 못보겠네...
",0
"1984년에 만든 영화같음 ㅇㅇ
",0
"의외로 페미 영화는 아니었고, 스토리는 평범했지만 OST와 분위기가 좋았습니다. 다만 액션은 좀 부실했고, 어째 파워 밸런스가 영..
",1
"이영화 스토리작가 감독 DC팬으로써 용서가 안된다  상상력좋은 초딩댈다놔도 이정도영화는 만들정도로 형펀없다
",0
"이거 평점 쓴 ㅅㄲ들 반성해라 집구석에 쳐박혀있고 방역수칙 좀 지키지 영화관을 가?
",0
"재밌음. 시간이랑 돈아깝지 않고, 가볍게 볼만한 영화임
",1
"한스짐머의 음악이 아까워요쓸데없는 웅장함과.. 갤가돗 클로즈업하면서 시간끌기도 넘 지루하고요러닝타임이 이렇게 길 영화가 아닌데 말이죠넘 실망해서 쿠키영상도 안 보고 나왔어요
",0
"한숨만 나오는 영화네요.
",0
"시대의 흐름을 잘못 짚은 망작
",0
"전편보다 휠~씬 못하네요... 기대가 커서 실망도 매우 큽니다. 패티 잰킨스 감독을 좋아하지만... 이건 아닌것 같습니다.  재능있는 감독임에는 틀림이 없으나 이쪽 장르(히어로물)에는 맞지 않는것 같습니다.
",0
"이거 솔직히 올해 최고 아니냐
",1
"만약 자신이 DC는 까야 제맛! 이라고 하난 유머에 재미를 느끼는 분. 또는 엄청난 스케일의 액션신이나 300같은 묵직하고 화려함을 보고 싶다면 이 영화는 아닐겁니다. 사랑과 평화, 그리고 원더우먼이 전하는 메세지를...
",1
"
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"원더우먼 1편 팬이라면 정말 재밌게 볼 수 있을 영화입니다,, 1편에서 스티브랑 헤어지는게 너무 슬펐는데 2편에서 한을 다 풀고 갑니다ㅠㅠㅠ
",1
"볼 만은 한데.. 뭔가 다 어색하고 작위적인 장면의 연속임.. 초중반은 좀 지루하고 후반부 갈수록 괜찮아자는 거 같으면서도 결말에서 너무 뻔한 방법으로 끝나서 실망이었음.. 뭔가 하고 싶은 이야기는 많은데 그걸 영화...
",0
"""어린이날 특집 추억의 명작 만화""처럼 자녀들과 함께 보시면 좋은데, 러닝타임이 너무 길어요. 5시간 느낌. 가끔 눈 붙이셔도 되구요. 우한폐렴인데 극장 가지 마세요.
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"다이애나 화이팅!! 원더우먼 10탄까지 나와라
",1
"왠만하면 악플 안다는데 완전 유아용 영화 졸라재미없음.
",0
"잠 안오시는분 수면제로 딱이네요
",0
"이게대체 무슨 영화인가요 ..? 진짜 최악중에최악영화
",0
"
",0
"스토리가 좀 우후죽순했지만 볼만 했습니당
",1
"중간에 졸면서 봤어요 쓸모없는 키스신 같은 장면들이 많아서 너무 지루했어요
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"크리스  파인  넘  멋있어요판타스틱  영상미와  80년대  석유  레이건  핵  탄탄한  스토리  휴머니즘  모두  굿굿굿!
",1
"최악이다. 28년 살면서 평점 처음쓴다진짜 보지마라.. 진짜 억지감동에 보는사람이 다 민망해짐빌런 주인공병있는지 왠 불빛에 들어가서 내려올생각 0
",0
"처음부터 빌런은 바바라에 맞췄어야했고 스티브,맥스.소원원석우 스토리에서빼엇어야 했다 바바라라는 매력있는 빌런을활용도 못하고 이도저도아닌 원더우머ㆍ 속편이라하기도 부끄러운 주인공만 갠갓돗인 원더우먼패러디 B급영화가 돼...
",0
"전개가.... 기 ....결 이당...
",0
"아니...설정을 이따구로 하면 어떡하냐 DC야.... 84년에 날라다니던 원더우먼이 저스티스리그에선뛰어다니냐...개 뜬금없는 아이템에 갓만 붙이면 다되는 줄 아나그래서 마지막에 갓이 나오길 기다렸더니웬 냥이가 날뛰다...
",0
".보지마라 제발 디시코믹스 망조
",0
"재미는 있었지만 왜 굳이 러닝타임을 2시간30분동안 했나 싶음
",1
"소원 소원 소원을 말해봐~
",1
"스토리가 없고.. 억지 스럽고.. cg가 요즘 수준이라고 하기엔....
",0
"진짜.너무 기대하고 봤는데 너무 재미없습니다 원더우먼 망쳐놧고 장면전환도 너무 어이없고 여태까지 디씨 마블 영화보면서 최악이라고 뽑겠습니다 진짜
",0
"생각보단 재밌는데~ 갤가돗은 비현실적인 외모다~ 올만에 극장서 봐서인지 괜찮았음
",1
"스토리도 유치하고.. 영상미도 별로고..
",0
"원더우먼의 가슴 아픈 사랑이야기가 전체적인 줄거리임. 전체적으로 이야기를 끌어가는 것은 무난했지만 어정쩡하게 마무리 짓는것이 다소 아쉬움. 빌런의 임팩트가 끝에 급속도로 약해지는게 약점. 원더우먼의 액션신이 조금 부...
",0
"제대로보고이야기하시길.액션,스케일,볼거리가 전작을 능가하네요!!코로나19시기에 이런 초대작을 극장서보게해준배급사에게 감사할따름!! 개개인의 견해지만 지루한 스토리는 아니였고 중간중간 액션의 강도가 전작보다 훨씬강하며...
",1
"원더우먼빼고 볼거없는 영화... 이젠 슈퍼맨 흉내까지...정체성조차 잃어가는듯한...
",0
"OOO 기 영화. 개연성도 없고 스토리도 의미없고 액션도없고ㅋㅋ이게 영화인지...
",0
"주차권을 1984장이나뿌리면 김여사가 다뿌시고다닌다
",0
"유치하고 감동없는 하어로물이라 말하기도 아깝..
",0
"유치하긴했지만,, 뭐 원래 히어로물이 유치한거 아닌가요? 갤 가돗 언니 원더우먼 찰떡이에요♡_♡ 넘 멋있어
",1
"히어로가 메세지 전달에 너무 취중한 나머지 정작 액션은 부족한 상황...근데 무슨 메세지였지??
",0
"1917 볼 걸.. 10자 이상
",1
"30분 보다가 너무 지루해서 잤네요. 눈 떠보니 영화 막바지라 결말만 봤어요... 러닝타임도 너무 길어서 앉아있기 힘들었습니다
",0
"나도 영화 본거 포기할테니 영화비 돌려눠!!!
",0
"액션 스토리 너무 빈약,, 유치햇어요 음악만 대단쓰
",0
"진짜 내평생 이렇게 답답하게 만드는 영화는 몇개 없는듯 ㅎㅎ..
",0
"스토리가 너무 별로임. 감동 쥐어짜내기가 아주 ...  자동차극장 오랫맛에가서 그냥 무난하게본 B급영화.
",0
"티비에서해도 안볼듯 시간아까워요
",0
"디씨빠라서 기대하고 갔다가 대실망. 스토리 연출 액션 미술은 말할것도없이 빵점이고 영화가 엉망이면 갤가돗 보는 재미라도 있었어야 했는데 심지어 갤가돗 화장 헤어 의상까지 뭐하나 부족한게 없이 완벽하게 빵점 특히 헤어...
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"제소원은 이영화를 예매하기 전으로 돌아가는거에요
",0
"dc는 최고급 레시피로 음식을 이따위로 만들다 말고 손님에게 먹으라고 하나요? 인간적으로 손님에게 돈은 받지 맙시다. 쿠키없었으면 영화관에서 난동부리다 잡혀갈 뻔했어요. 린다 누님께 감사해라.
",1
"평점을 낮게 주는 사람들을 이해할 수가 없음.오랜만에 영화다운 영화 본것 같아요. 재미있게 보고 왔네요.추천합니다.
",1
"내 소원은 원더우먼1984 보기 전으로 돌아가는거야
",1
"기대이하~디씨~마블못따라가네~기대했는데~1편보다 더못함원더우먼. 알라딘됐다가 슈퍼맨됐다가 스파이더맨 됐다가 ~액션 머지~스토리 머지~  끝
",0
"아무리 시간때우기 영화라지만, 이건 뭐... 개연성 엉망, 구성 엉망, 억지 PC,  워낙 시나리오와 연출이 엉망이다 보니 배우들의 연기마저도 어색하게 만들어 버림.. 이거 만든 감독은 정말 반성 많이 해야함.. 그...
",0
"1시간 보는 동안 30분 졸다가 중간에 나왔음 x맨보다 더 망작
",0
"우와 평점이7점대라는거에 매우놀라웠습니다. 당연히 2점대일거라 생각했는데요. 네이버 평점 처음써봅니다 저는ㅎ. 이런 황당한 영화는 처음이라서요.ㅋㅋ..이 영화를 한마디로 정의하자면 총체적난국입니다. 액션도 넣고 싶고...
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"모던 히어로 영화와는 달리, 클래식 히어로물 특유의 낙천적인 감정선이 많은 위로가 되는 영화. 힘든 이 시국이라 더 많은 위로를 받는 것 같다.1편부터 쭉 이어지는 하나의 커다란 주제가 좋다. 뮤지컬 레미제라블의 마...
",1
"기다리고 기다린 보람이 있는 영화
",1
"진짜 너무 재미없었어요 시간 아까워요
",0
"나는....더 이상.... d.c작품을 영화관에서 볼 자신이 없어졌다....dc 스토리텔러들은  발작 버튼이 있는 것인가?? 나는 악연주연 배우가 미국인인데 아들이 중국인 상황에서 몰입감을 승천시켰다
",0
"메시지에 이정도로 집중했다면 서사와 개연성에 신경을 더 썼어야했다. 히어로 영화치고 볼거리나 액션도 약하고 극의 완성도도 기대이하였다.그래도 한스짐머의 OST와 갤가돗의 매력은 여전히 인상적이였다.
",1
"이거 욕하는 애들은 제목도 안보고 영화봤나, 제목이 원더우먼 1984잖아. 일부러 1984년 수준으로 그시절에 맞게 만든거잖아. 원더우먼 1984인데 원더우먼 2020을 생각하고 본 니들이 멍청한거지. 1984답게 ...
",0
"액션 영화인줄 알았는데 .. 액션이 별로 없네요 . 영웅으로서의 멋있지도 않고.게다가 뜬금없이.   슈퍼맨 능력까지 . ..
",0
"갤가돗 빼면 빵점 영화. 액션 시퀀스는 눈뜨고 못보겠더라. 졸린 눈 참고 본 나에게 박수를 보낸다.
",0
"미쳤어 파워도 있는 주인공이 걍 말로 세계평화 ?? ㅡㅡ 진짜 히어로물 그지같이만드네요
",1
"
",0
"스토리는 10점만점에 7점(스토리진행이 살짝지루) 영상미 10점 배우들 연기력 10점! 메가박스 돌비 시네마관에서 보시면 완젼 완젼 꿀잼 입니다
",1
"완성도에 비해 길다! 영화관에서 존 것도 아니고 잔 영화는 처음! 친구들도 다 졸려했음. 그렇지만 오랜만의 외출이라는 설렘덕분에 그냥 영화관 간 것에 의미를 두려고 함.
",0
"몇몇 마블과 비교하는 글들이 있어 평을 좀 남긴다면 이제 마블 영화는 뭔가 군더더기 없이 완벽하지만 그 식상한 프레임이 딱 고정된 느낌이라 심히 지루하고 더 이상 감흥이 느껴지지 않음.
",0
"별 0개는 못주냐? ... 후...
",0
"갤가돈가지고 이정도 밖에 못만드니.  아쉽다. 기대하고 봤는데 좀 내용이 산으로가네
",0
"소녀시대가 부릅니다~ 소원을 말해봐
",0
"
",0
"너무너무 재밋엇어요오ㅠㅠ
",1
"
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"1편보다 명백하게 떨어지는 영화입니다.전 원더우먼 전작을 높게 평가했지만 정말 실망스럽네요.1편에서 마지막에 온갖 반전과 떡밥을 풀어내던 모습과 비교하면 반전하나 없는 스토리텔링도 형편없고밧줄타기마냥 전기줄로 날아다...
",0
"중반에 좀 지루하긴 했지만 액션과 원더우먼의 매력은 좋습니다
",1
"자동차극장에 갇혀서 지금 보고있는데...내가 진짜 중간에 찡겨있어서 못나가고있다...마음은 당장이라도 나가고싶다....
",0
"기대에 너무 못 미쳤다 개연성이 너무 부족했다
",0
"안보는게 최선의 선택입니다. 히어로 영화중에 이렇게나 지루한 영화는 처음이네요. 보다가 잠들었습니다.
",0
"아진짜 개노잼임....
",0
"하... 솔직히 1은 그냥 볼만 했거든? 근데 이번거는 무슨.. 너무 원더우먼이 ㅈ밥같고 빌런이 너무 별로다.. 그리고 너무 점프에만 집중함 액션이
",0
"올해 끝나기전에  원더우먼  하나라도 볼수있다니
",1
"시간 가는줄 모르고 재밌게 봤어요
",1
"진심 영화관에  사람들은  별로 없는데 엄청  재밌어요
",1
"개굳 뻔한스토리 히어로물뻔하고 나머지 개굳
",1
"여전히매력적인 원더우먼 근데그게 끝... 원더우먼 액션음악이나오면서 주던  카타르시스가 다사라짐.. 거지같은 연출 공익광고영상 한편보고나오는듯한 주입식 교훈.. 내원더우먼돌려내라!! 리부트를 해도 쥔공은 안바꼈으면좋...
",0
"거장 한스짐머 최악의 영화를 선택 하셨네. 미션인피서블2도 그렇고 내용은 허접해도 OST는 1류로 만들어내네
",0
"
",0
"말이 너무 많고 드라마 후 액션으로 전환되는 시간의 간격이 너무 길어서 답답..
",0
"닉값제대로 하네 ㅋㅋ1984감성 1984CG 그시절 유치함 고전 원더우먼 본사람만 좋아할수준
",0
"진심 최악 보다 잤어요 하 내시간
",0
"1. 악역이 매력이 없다2. 설정 오류가 많다
",0
"*영화에 쿠키영상 하나 있어요!!* 마지막 빌런 처치할 때 아쉬움이 있긴 했어요 많이 허무한 느낌? 근데 1 때보다 훨씬 재밌었구요 마지막 최종빌런 처치 방식(?)이 아쉬워서 그렇지 그거 빼면 솔직히 꽤 만족하고 봤...
",1
"정말 지루합니다 기 런닝타임
",0
"충격과 공포...예고편 보고 되게 기대했는데 맴찢
",0
"사실 바바라의 소원은 뮤지컬 캣츠의 주인공이었다.
",1
"감동적이다.. 연휴 영화는 이정도면된다 갤가돗이 개연성이다
",1
"세상을 아름답게 만드는건 화려한 거짓보다 초라한 진실을 마주볼수 있는 용기
",1
"왜 이렇게 평점이 낮지? 조금 유치하긴 하지만여태본 디시영화중에 제일 괜찮았는데....
",1
"1984워더우먼 정말 멋있었어요. 마지막에 오리지날 원더우먼 란다 카터 출연 너무 놀랍고 좋았네요^ ^
",1
"처음의 아레나 장면을 제외하면1980년대를 배경으로하는 영화가 아니라 1980년대 영화인줄 알았습니다온갖 뻔한 클리쉐랑 파워레인저급 스토리 액션
",0
"성탄절이라..정말 오랜만에 영화를 봤는데 원더우먼 보기 잘했어요. 스토리가 조금 허술하고 러닝타임 길긴 하네요. OST가 영화와 잘 맞고 몰입도 높여주었어요. 액션 볼만했고 감동과 교훈도 있어 아이와 함께 보기도 괜...
",1
"DC가 또 DC한. 1편도 별로였는데 2편은 1편보다 더 엉망이냐?아무리 알바들 써서 평점 올려봤자 개봉직후부터 실관람평 수직하락중.. ㅉㅉ DC는 그냥 히어로영화 접어라. 전체 히어로영화 수준 떨어뜨리는 주범.
",0
"감독은 이걸 찍고 편집하면서 낄낄 웃으면서 이거 흥할거라고 생각했을까? 망하면 코로나탓 하겠지? 소름돋네
",0
"갤가돗 아니면 안볼영화다 증말... 코로나라 그런지 cg에 돈 거의 안써서 영상미도 없고(cg는 예고편이 모두임) 스토리 너무 뻔하다... 뭐하나 볼만한 감상포인트가 없다 배우하나보고 보는 영화다
",0
"개 지루하고 매력없는 악당전투씬도 밧줄묘기 뿐이고 노잼
",0
"시간 가는 줄 알고 봤네요.. 지루.. 유치.. 노잼
",0
"갤가돗처럼 살아야 겠다
",1
"아주 좋아요!  더할 나위 없이 좋아요
",1
"평점8점 믿고 갔다가는 무조건 실망합니다영화 선택하고 후회한적 태어나서 처음.
",0
"소원을 말해봐~~~~
",1
"뽀로로가 이것보단 덜 유치하겠다
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"디씨와 마블의 격차가 벌어지고 있음을 스스로 증명하는 영화  ㅋㅋ 로맨스영화임 액션도별로임 액션영화인데 말로 영화 끝내는 신기한 영화
",1
"보고있는데 추억 돋고 좋네요.황금색 우뢰매 같았어요.
",1
"원더우먼이 하늘을 나는 스킬 보여주려고 이렇게나 길게 끌고갈줄이야...
",0
"그냥 OO노잼입니다제발 보지마세요영화보다가 웬만해서 안자는데 이 영화는 보면서 시간이 아깝다는 생각해서 그냥 자고 왔습니다 ㄹㅇ
",0
"그냥 너무너무재미없음
",0
"지금 보고있는데ㅠ개노잼돈아깝다 ㅅㅂ
",0
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"전작들 보다 약해진 액션과  스티브와의 재미없는 로맨스와 감동없는 신파로 잠들려던 찰나 극중 악역인 맥스로드는 코로나 시기에도 불구하고 많은 사람들과 접촉하려는 야심을 실현하려 한다.  하지만 그는 자신의 잘못을 깨...
",1
"Dc도 떡상 가야지. 액션도 스토리도 좋았습니다
",1
"진짜 초반에는 별로 제미없는데 중반부터 존나 제밌음 개슬프고 암튼 존잼
",1
"코로나 위기 속에서 기대하고 갔는데 처음 10분동안의 전개를 보고 오길 잘했구나 싶었는데...그게 다였다... 그후론 말로 다 조져버리는 영화... 엔딩에선 원더우먼이 악당을 말로 설득해서 이긴다 ㅋㅋ 원더우먼이 아...
",1
"나만당할수없지않은가 내아까운 만삼천원
",0
"황수정 깜짝출연 ㅋㅋㅋㅋ
",1
"스포일러가 포함된 감상평입니다. 감상평 보기
",1
"역시 실망시키지않는  겔가돗   좀  루즈했지만    짱
",1
"와 진짜 영화보다가 졸긴 처음입니다. 줄거리 개연성 재미 1도 없음. 최악의 영화. 최악 중 최악임. 우리나라에 엄복동이 있다면 ... 미국에는 원더우먼이 있다
",0
"히어로를 원했지 로맨스를 원하는게 아니다...사랑은 내가 할께...
",1
"원하는 액션은 없고 지루함만
",0
"액션 보다가 잠들정도면  말다했지 ㅋㅋㅋㅋ원더우먼을 업계최강으로 만들어둿네ㅋㅋㅋㄱ
",0
"와 최악이다. 감독이 다해서 말아먹었네...ㅠ
",0
